ID,BOOKS,DOLLARS,DATE
7458,1,30.99,10/22/2017
7458,2,38.98,6/14/2018
7459,1,25.77,1/29/2017
7459,2,23.54,8/3/2017
7460,1,14.79,1/29/2017
7460,2,29.58,2/2/2017
7461,2,29.67,1/29/2017
7461,5,79.95,1/29/2017
7461,1,15.36,2/7/2017
7461,1,14.96,3/8/2017
7461,4,63.41,4/6/2017
7461,1,15.96,5/3/2017
7461,1,15.96,5/15/2017
7461,2,37.06,6/12/2017
7461,4,51.96,10/22/2017
7461,3,43.97,2/8/2018
7461,3,46.47,5/1/2018
7461,2,28.48,5/15/2018
7462,1,12.49,1/29/2017
7463,2,19.96,2/12/2017
7463,1,7.98,2/28/2017
7463,2,19.96,3/22/2017
7463,3,25.94,5/10/2017
7463,1,42.78,6/6/2017
7463,2,25.48,6/17/2018
7464,1,20.99,1/29/2017
7465,2,43.54,1/29/2017
7466,1,9.97,1/29/2017
7467,1,22.3,2/9/2017
7467,1,28.99,4/11/2017
7468,1,56.7,1/29/2017
7468,1,55.3,4/24/2017
7469,2,36.14,2/3/2017
7469,2,28.34,2/6/2017
7469,4,60.28,2/9/2017
7469,2,30.32,2/18/2017
7469,2,25.74,3/21/2017
7469,3,37.51,4/9/2017
7469,2,30.73,7/1/2017
7469,2,24.74,7/10/2017
7469,2,30.48,9/21/2017
7469,2,25.98,10/25/2017
7469,2,26.98,11/10/2017
7469,2,26.98,4/8/2018
7470,1,14.96,2/24/2017
7470,3,38.5,3/24/2017
7470,2,26.14,3/25/2017
7470,1,15.96,5/3/2017
7470,1,15.96,5/3/2017
7470,1,13.97,5/20/2017
7470,1,15.96,5/23/2017
7470,1,13.97,5/23/2017
7470,1,13.97,6/3/2017
7470,1,14.96,6/17/2017
7470,1,9.98,6/17/2017
7470,1,15.96,7/26/2017
7470,3,41.7,8/18/2017
7470,4,41.48,8/29/2017
7470,4,77.46,9/21/2017
7470,1,40.49,9/26/2017
7470,1,14.99,10/2/2017
7470,1,13.99,10/4/2017
7470,1,40.49,10/5/2017
7470,5,68.45,10/6/2017
7470,3,48.47,10/28/2017
7470,1,22.49,10/29/2017
7470,3,40.47,11/2/2017
7470,1,21.49,11/2/2017
7470,2,24.48,12/10/2017
7470,2,22.98,12/14/2017
7470,1,12.99,4/1/2018
7470,1,23.08,6/10/2018
7471,3,37.06,1/29/2017
7471,2,23.16,2/12/2017
7471,4,33.16,4/5/2017
7471,1,12.79,4/14/2017
7471,7,84.03,5/25/2017
7471,2,23.94,6/30/2017
7471,1,14.49,9/17/2017
7471,1,5.99,12/14/2017
7471,2,19.48,12/28/2017
7471,3,24.97,1/10/2018
7471,3,41.97,1/20/2018
7471,3,19.97,2/22/2018
7471,5,56.95,3/1/2018
7471,2,21.48,5/9/2018
7472,1,14.37,1/29/2017
7472,1,15.96,5/18/2017
7472,1,10.49,12/2/2017
7473,1,9.77,1/29/2017
7473,1,10.78,2/13/2017
7474,4,49.96,1/29/2017
7475,1,14.37,1/29/2017
7476,1,13.97,1/29/2017
7477,3,28.52,1/29/2017
7477,5,45.45,10/8/2017
7478,1,14.99,1/29/2017
7479,1,11.77,1/29/2017
7479,2,28.73,3/16/2017
7480,1,9.9,1/29/2017
7480,5,72.67,3/13/2017
7481,2,27.14,1/29/2017
7481,2,21.75,2/8/2017
7481,1,6.79,7/21/2017
7482,3,37.31,1/29/2017
7482,1,23.77,4/4/2017
7482,1,11.77,4/19/2017
7482,2,57.54,5/30/2017
7483,1,12.97,1/29/2017
7484,2,25.76,1/29/2017
7485,1,12.77,1/29/2017
7485,1,14.49,12/3/2017
7485,2,28.98,12/9/2017
7485,3,32.6,4/9/2018
7485,1,11.49,5/4/2018
7485,2,47.98,6/20/2018
7485,1,16.49,6/20/2018
7485,1,12.58,6/27/2018
7485,1,11.88,6/27/2018
7486,1,11.77,1/29/2017
7487,6,81.22,1/29/2017
7487,3,43.13,7/28/2017
7487,5,60.83,2/10/2018
7487,2,62.26,3/2/2018
7487,1,51.08,5/11/2018
7488,1,8.97,1/30/2017
7489,1,19.99,1/29/2017
7490,1,14.37,1/30/2017
7490,1,5.49,11/6/2017
7490,1,3.49,1/29/2018
7491,1,15.36,1/29/2017
7492,2,25.74,2/3/2017
7493,1,15.36,1/29/2017
7493,1,15.36,5/30/2017
7493,3,40.11,6/12/2017
7494,3,41.91,1/29/2017
7494,3,46.47,11/24/2017
7494,3,44.47,11/24/2017
7494,1,15.49,3/27/2018
7494,3,45.97,5/25/2018
7495,1,15.99,1/29/2017
7495,1,12.97,3/8/2017
7495,2,28.93,8/17/2017
7495,5,67.95,9/14/2017
7495,3,35.97,11/15/2017
7496,2,34.54,1/29/2017
7496,1,14.96,2/17/2017
7496,1,14.49,12/25/2017
7497,2,37.48,1/29/2017
7497,1,29.99,2/4/2017
7498,1,13.97,1/29/2017
7498,1,14.96,2/10/2017
7498,1,14.37,5/5/2017
7498,2,18.98,6/3/2018
7499,1,12.49,1/29/2017
7499,3,40.47,6/10/2018
7500,1,19.99,1/29/2017
7501,2,29.98,1/29/2017
7502,1,15.36,1/29/2017
7503,1,14.79,1/29/2017
7504,1,20.3,1/29/2017
7505,1,38.99,1/29/2017
7505,1,38.99,2/24/2017
7505,1,14.37,2/26/2017
7505,1,31.49,11/8/2017
7506,2,27.85,1/29/2017
7506,3,43.3,9/2/2017
7506,2,26.48,12/17/2017
7507,1,11.77,1/29/2017
7508,2,31.98,2/12/2017
7508,1,9.49,1/6/2018
7509,4,76.96,1/31/2017
7510,8,146.48,1/30/2017
7511,2,23.74,1/29/2017
7512,2,9.98,1/29/2017
7512,2,30.92,2/9/2017
7512,2,29.92,5/30/2017
7512,1,14.37,7/5/2017
7512,1,14.96,8/31/2017
7512,2,29.36,4/18/2018
7513,1,14.7,1/29/2017
7513,1,14.7,2/11/2017
7513,2,9.58,2/14/2017
7513,1,14.96,2/23/2017
7513,2,25.74,3/24/2017
7513,1,15.36,8/15/2017
7513,1,17.49,9/21/2017
7513,2,24.48,3/24/2018
7513,2,29.98,4/29/2018
7513,2,24.48,5/27/2018
7513,1,17.49,6/25/2018
7513,1,11.49,6/28/2018
7514,4,58.07,1/29/2017
7514,3,34.51,7/29/2017
7514,3,42.47,9/29/2017
7514,5,71.95,12/9/2017
7514,2,23.16,2/13/2018
7514,2,22.07,3/9/2018
7515,2,29.75,1/29/2017
7515,2,29.33,4/12/2017
7515,2,28.74,5/31/2017
7515,3,32.97,2/5/2018
7515,2,29.98,4/18/2018
7516,3,54.31,1/29/2017
7516,2,15.55,2/1/2017
7516,7,92.78,3/20/2017
7516,7,104.28,4/17/2017
7516,3,38.73,7/28/2017
7516,5,75.66,8/2/2017
7516,3,65.47,12/8/2017
7516,2,34.98,3/23/2018
7516,3,44.47,4/8/2018
7516,1,18.99,4/14/2018
7517,2,30.36,1/29/2017
7517,1,14.37,2/10/2017
7518,1,12.77,1/29/2017
7519,1,11.98,1/29/2017
7519,1,11.98,2/1/2017
7520,1,14.96,1/30/2017
7521,3,44.95,1/29/2017
7522,9,123.32,1/29/2017
7523,1,15.36,1/29/2017
7523,3,38.5,4/27/2017
7523,1,11.77,5/5/2017
7524,4,70.96,1/29/2017
7524,1,13.99,2/5/2017
7524,1,16.99,2/17/2017
7524,3,39.73,3/2/2017
7524,2,33.25,7/2/2017
7524,2,27.21,9/5/2017
7524,3,34.47,10/6/2017
7524,2,25.98,11/24/2017
7525,1,8.78,1/29/2017
7526,1,13.97,1/29/2017
7526,4,58.85,2/16/2017
7526,7,92.36,2/28/2017
7526,7,85,5/25/2017
7526,2,23.98,9/28/2017
7526,5,66.45,10/11/2017
7526,4,68.96,11/16/2017
7526,6,88.44,12/12/2017
7527,3,58.73,1/29/2017
7528,1,29.99,1/29/2017
7529,2,33.8,1/29/2017
7530,2,27.94,1/29/2017
7531,2,39.98,1/29/2017
7532,2,25.74,1/29/2017
7533,4,59.25,1/29/2017
7533,5,72.06,2/26/2017
7533,3,44.88,2/27/2017
7533,2,54.73,3/4/2017
7533,3,44.88,3/6/2017
7533,3,46.28,3/9/2017
7533,2,139.95,3/24/2017
7533,2,119.95,4/1/2017
7533,1,11.77,4/13/2017
7533,5,77.78,5/4/2017
7533,11,137.89,10/1/2017
7533,7,111.43,6/3/2018
7534,5,69.63,1/29/2017
7534,2,28.13,7/23/2017
7535,1,13.77,1/29/2017
7535,1,11.77,2/22/2017
7535,1,11.77,2/22/2017
7535,1,14.96,3/21/2017
7535,3,39.38,5/25/2017
7535,2,30.13,7/27/2017
7535,4,59.84,8/17/2017
7535,1,15.49,9/18/2017
7535,3,35.47,10/9/2017
7535,1,13.99,1/3/2018
7535,4,61.46,1/10/2018
7535,1,14.99,1/13/2018
7535,1,14.99,1/13/2018
7535,1,15.49,2/17/2018
7535,1,15.49,3/5/2018
7536,5,80.26,1/29/2017
7536,4,50.27,2/20/2017
7536,4,50.27,4/7/2017
7537,1,11.77,1/29/2017
7537,2,28.76,2/5/2017
7538,2,29.92,2/10/2017
7538,3,45.88,2/17/2017
7538,1,14.96,2/27/2017
7538,1,14.96,3/6/2017
7538,1,14.96,3/17/2017
7538,1,6.79,5/25/2017
7538,1,14.37,5/29/2017
7538,1,12.25,6/23/2017
7538,1,14.49,1/12/2018
7538,1,31.49,4/13/2018
7539,2,28.93,1/29/2017
7539,3,43.3,3/12/2017
7539,2,26.34,4/7/2017
7539,2,23.54,5/9/2017
7539,4,50.27,6/3/2017
7539,2,34.54,7/17/2017
7539,2,35.93,7/27/2017
7539,2,25.98,9/29/2017
7540,2,27.13,1/29/2017
7540,4,51.13,3/11/2018
7540,4,56.46,6/24/2018
7541,1,5.78,1/29/2017
7541,1,12.25,8/14/2017
7541,1,5.78,8/26/2017
7541,1,33.99,2/4/2018
7541,1,21.49,2/6/2018
7541,1,5.99,4/3/2018
7541,1,5.99,4/29/2018
7542,1,14.96,1/29/2017
7542,2,30.32,2/26/2017
7542,3,42.91,4/6/2017
7542,1,13.97,4/15/2017
7542,2,30.92,5/10/2017
7543,1,14.37,1/29/2017
7543,1,12.77,2/3/2017
7544,4,54.73,1/29/2017
7544,1,12.49,3/5/2017
7544,2,23.75,3/22/2017
7544,6,76.21,4/15/2017
7544,2,15.48,2/27/2018
7544,2,45.98,3/21/2018
7545,1,14.37,1/29/2017
7546,4,49.67,1/29/2017
7546,2,26.14,3/2/2017
7546,2,21.75,3/27/2017
7547,1,10.77,1/29/2017
7548,1,15.36,1/31/2017
7548,1,9.97,2/16/2017
7548,2,21.54,2/28/2017
7548,2,23.54,4/11/2017
7548,4,40.48,5/22/2017
7548,1,16.99,11/10/2017
7549,3,37.47,1/29/2017
7549,3,43.69,3/3/2017
7550,4,49.27,1/29/2017
7551,3,35.31,1/29/2017
7551,5,81.72,7/6/2017
7551,3,81.43,8/7/2017
7552,1,15.36,1/29/2017
7552,1,15.49,3/21/2018
7553,2,40.48,1/29/2017
7554,1,14.96,1/29/2017
7554,1,15.96,2/1/2017
7555,2,28.38,1/29/2017
7555,2,24.98,9/30/2017
7555,1,26.99,3/11/2018
7555,1,12.99,5/28/2018
7556,1,14.96,1/29/2017
7557,1,13.97,1/29/2017
7557,2,27.98,3/31/2018
7558,7,96.37,1/29/2017
7559,1,13.97,1/29/2017
7559,1,11.77,2/4/2017
7559,3,39.71,4/8/2017
7559,3,49.47,6/4/2018
7560,1,4.79,1/29/2017
7561,1,14.96,1/29/2017
7561,1,17.99,2/19/2018
7561,1,15.49,3/5/2018
7562,4,52.67,1/29/2017
7562,5,101.95,11/12/2017
7562,1,12.99,3/2/2018
7562,18,290.41,5/6/2018
7563,2,24.73,1/29/2017
7564,1,11.77,1/29/2017
7564,1,14.96,5/12/2017
7564,1,9.77,7/31/2017
7564,1,14.49,12/1/2017
7564,1,21.49,2/2/2018
7564,1,12.99,2/7/2018
7565,3,44.1,1/29/2017
7566,1,29.9,1/29/2017
7566,1,17.99,9/27/2017
7566,1,25.49,4/6/2018
7567,2,28.53,1/29/2017
7568,5,67.23,1/29/2017
7569,1,13.97,1/29/2017
7569,1,13.97,2/1/2017
7570,4,52.47,1/29/2017
7570,5,65.04,3/29/2017
7570,5,71.95,12/14/2017
7570,1,13.99,12/20/2017
7571,4,59.25,1/29/2017
7571,6,93.81,1/30/2017
7571,2,29.67,1/30/2017
7571,6,84.79,5/12/2017
7571,6,78.82,5/16/2017
7571,6,107.38,8/6/2017
7571,1,12.99,9/11/2017
7571,2,25.48,9/15/2017
7571,9,154.91,10/27/2017
7571,6,92.94,11/17/2017
7571,2,22.98,11/17/2017
7571,6,100.22,2/10/2018
7572,2,35.34,1/29/2017
7572,1,14.96,3/10/2017
7572,1,13.97,4/23/2017
7572,2,24.46,4/17/2018
7573,3,43.32,2/6/2017
7574,1,5.78,1/29/2017
7575,1,12.49,1/29/2017
7575,2,89.98,2/7/2017
7576,1,6.77,1/29/2017
7577,3,30.31,1/29/2017
7578,1,34.99,1/29/2017
7579,4,67.47,1/29/2017
7580,1,11.99,1/29/2017
7581,5,83.37,2/28/2017
7582,1,19.99,1/29/2017
7582,1,15.36,6/23/2017
7582,2,22.48,10/11/2017
7582,1,14.49,11/18/2017
7583,3,45.1,1/29/2017
7584,1,14.99,1/29/2017
7585,7,92.57,2/5/2017
7585,1,14.37,5/30/2017
7585,1,14.37,6/19/2017
7585,2,25.48,12/29/2017
7586,14,183.74,1/31/2017
7586,4,49.27,8/4/2017
7586,4,44.48,8/4/2017
7587,1,11.77,1/29/2017
7587,1,14.37,1/30/2017
7587,1,9.77,2/1/2017
7587,1,11.77,2/23/2017
7587,1,14.37,4/16/2017
7587,1,14.96,5/5/2017
7587,1,15.96,5/23/2017
7587,1,20.99,9/30/2017
7587,1,12.99,11/29/2017
7588,2,38.74,1/29/2017
7589,2,30.32,2/1/2017
7589,4,61.5,2/9/2017
7589,1,31.99,3/30/2017
7589,4,51.46,10/28/2017
7589,2,25.98,10/29/2017
7590,1,57.77,1/29/2017
7590,1,9.98,6/9/2017
7590,2,21.98,1/23/2018
7590,1,9.99,4/2/2018
7590,1,14.99,4/3/2018
7590,3,33.97,4/13/2018
7590,1,13.99,4/18/2018
7591,3,47.12,1/29/2017
7591,3,43.3,3/28/2017
7591,2,27.94,6/2/2017
7591,5,67.62,8/13/2017
7591,1,12.99,11/30/2017
7591,2,26.3,2/4/2018
7591,3,43.06,3/29/2018
7592,5,73.21,1/29/2017
7592,2,26.14,1/30/2017
7592,4,71.71,2/1/2017
7592,47,563.59,2/3/2017
7592,14,225.35,2/9/2017
7592,2,25.74,2/14/2017
7592,1,11.77,2/14/2017
7592,10,159.9,2/16/2017
7592,4,56.86,2/16/2017
7592,9,104.33,2/18/2017
7592,3,35.55,2/27/2017
7592,5,74.87,3/9/2017
7592,6,91.77,3/12/2017
7592,3,77.53,3/13/2017
7592,3,44.29,3/14/2017
7592,3,38.31,3/15/2017
7592,8,128.51,3/17/2017
7592,16,197.12,3/18/2017
7592,7,93.39,3/19/2017
7592,9,118.71,3/23/2017
7592,17,199.49,3/23/2017
7592,6,88.4,3/24/2017
7592,15,166.35,3/24/2017
7592,4,55.3,3/27/2017
7592,4,59.08,3/27/2017
7592,2,34.93,3/30/2017
7592,11,150.21,3/31/2017
7592,3,56.7,4/6/2017
7592,8,118.69,4/7/2017
7592,6,87.59,4/7/2017
7592,5,60.44,4/11/2017
7592,1,11.99,4/11/2017
7592,2,29.53,4/12/2017
7592,3,38.9,4/15/2017
7592,2,25.74,4/16/2017
7592,17,250,4/18/2017
7592,6,67.22,4/21/2017
7592,7,87.17,4/23/2017
7592,7,100.76,4/23/2017
7592,10,133.71,4/28/2017
7592,4,72.49,4/29/2017
7592,3,28.93,4/29/2017
7592,1,22.77,5/1/2017
7592,5,65.65,5/6/2017
7592,2,49.18,5/8/2017
7592,2,158.54,5/9/2017
7592,1,44.77,5/9/2017
7592,16,245.01,5/13/2017
7592,4,79.32,5/14/2017
7592,1,18.1,5/14/2017
7592,36,505.11,5/19/2017
7592,5,99,5/19/2017
7592,6,69,5/19/2017
7592,2,32.65,5/27/2017
7592,11,162.37,5/29/2017
7592,8,146.33,5/29/2017
7592,11,176.58,6/1/2017
7592,1,89.99,6/3/2017
7592,1,39.51,6/4/2017
7592,6,103.57,6/4/2017
7592,4,96.9,6/8/2017
7592,15,212.05,6/15/2017
7592,1,33.86,6/16/2017
7592,2,29.92,6/17/2017
7592,4,76.18,6/20/2017
7592,3,44.37,6/20/2017
7592,2,40.54,6/20/2017
7592,5,69.85,6/24/2017
7592,3,47.49,6/24/2017
7592,2,42,6/25/2017
7592,4,65.5,6/30/2017
7592,1,14.79,6/30/2017
7592,3,43.52,7/6/2017
7592,6,93.39,7/10/2017
7592,1,14.96,7/17/2017
7592,1,16.65,7/17/2017
7592,3,41.69,7/29/2017
7592,1,21,7/30/2017
7592,2,27.74,7/31/2017
7592,1,14.96,8/2/2017
7592,1,14.96,8/12/2017
7592,1,19.55,8/12/2017
7592,2,26.93,8/12/2017
7592,3,46.88,8/14/2017
7592,4,58.34,8/19/2017
7592,1,65.77,8/20/2017
7592,6,89.57,8/20/2017
7592,1,18.1,8/20/2017
7592,1,13.97,8/22/2017
7592,1,14.96,8/26/2017
7592,1,14.96,8/29/2017
7592,1,11.77,8/31/2017
7592,1,19.99,9/2/2017
7592,1,14.37,9/2/2017
7592,3,41.69,9/4/2017
7592,3,37.31,9/9/2017
7592,1,19.99,9/10/2017
7592,3,38.97,9/11/2017
7592,1,15.49,9/12/2017
7592,1,23.49,9/13/2017
7592,2,24.98,9/16/2017
7592,9,116.91,9/19/2017
7592,3,8.97,9/20/2017
7592,1,53.49,9/23/2017
7592,2,25.98,9/25/2017
7592,6,77.94,9/25/2017
7592,1,15.99,9/29/2017
7592,1,11.99,10/8/2017
7592,1,31.49,10/13/2017
7592,1,11.49,10/13/2017
7592,11,161.89,10/14/2017
7592,6,81.94,10/14/2017
7592,1,10.99,10/14/2017
7592,2,29.48,10/15/2017
7592,1,11.49,10/15/2017
7592,2,24.48,10/16/2017
7592,8,116.92,10/16/2017
7592,7,100.43,10/23/2017
7592,2,107.98,10/23/2017
7592,4,46.96,10/23/2017
7592,5,128.95,10/23/2017
7592,1,12.99,10/24/2017
7592,3,42.47,10/27/2017
7592,16,220.84,10/28/2017
7592,1,11.49,10/28/2017
7592,2,34.98,10/29/2017
7592,3,42.97,11/1/2017
7592,3,36.97,11/3/2017
7592,3,39.97,11/3/2017
7592,7,91.93,11/3/2017
7592,3,81.47,11/3/2017
7592,4,50.46,11/4/2017
7592,1,19.99,11/9/2017
7592,7,153.43,11/10/2017
7592,5,64.95,11/10/2017
7592,5,98.45,11/14/2017
7592,2,29.48,11/18/2017
7592,3,38.97,11/18/2017
7592,2,33.98,11/24/2017
7592,2,81.98,11/24/2017
7592,3,38.97,11/25/2017
7592,4,38.96,11/26/2017
7592,3,46.47,12/12/2017
7592,1,23.99,1/19/2018
7592,1,14.49,1/21/2018
7592,4,47.46,1/26/2018
7592,2,28.48,1/30/2018
7592,1,87.99,2/2/2018
7592,1,15.49,2/3/2018
7592,1,17.99,2/9/2018
7592,3,39.86,2/10/2018
7592,3,38.97,2/18/2018
7592,2,80.48,2/23/2018
7592,4,50.96,2/25/2018
7592,3,52.86,2/25/2018
7592,7,89.41,3/5/2018
7592,1,48.49,3/6/2018
7592,1,20.98,3/10/2018
7592,6,80.03,3/10/2018
7592,4,62.96,3/13/2018
7592,5,62.73,3/17/2018
7592,3,41.47,3/24/2018
7592,2,25.98,3/26/2018
7592,5,64.95,3/30/2018
7592,5,64.95,3/30/2018
7592,1,15.49,4/7/2018
7592,5,67.73,4/21/2018
7592,1,20.99,4/23/2018
7592,1,40.49,4/27/2018
7592,2,31.48,4/29/2018
7592,5,65.95,4/30/2018
7592,9,110.91,4/30/2018
7592,6,76.83,5/7/2018
7592,6,80.94,5/12/2018
7592,3,38.97,5/18/2018
7592,4,51.96,5/19/2018
7592,11,157.39,5/27/2018
7592,2,26.98,5/27/2018
7592,6,73.79,6/1/2018
7592,4,62.41,6/2/2018
7592,6,76.42,6/3/2018
7592,1,59.47,6/5/2018
7592,4,50.96,6/5/2018
7592,4,59.46,6/8/2018
7592,9,124.91,6/9/2018
7592,4,56.46,6/9/2018
7592,16,234.34,6/9/2018
7592,7,91.93,6/14/2018
7592,3,33.97,6/14/2018
7592,4,100.46,6/14/2018
7592,7,81.93,6/15/2018
7592,2,74.56,6/15/2018
7592,1,15.99,6/15/2018
7592,3,32.47,6/16/2018
7592,5,68.45,6/19/2018
7592,3,58.47,6/21/2018
7592,2,26.98,6/22/2018
7592,2,48.48,6/22/2018
7592,10,158.99,6/27/2018
7592,7,97.93,6/27/2018
7592,3,37.97,6/29/2018
7593,1,11.7,1/29/2017
7594,1,18.99,1/29/2017
7594,2,29.98,4/1/2017
7594,1,13.99,4/16/2018
7595,1,18.99,1/29/2017
7596,3,65.12,2/5/2017
7596,3,45.11,3/22/2017
7596,2,24.74,5/6/2017
7596,3,37.3,5/20/2017
7596,2,28.93,6/11/2017
7596,2,25.54,8/15/2017
7596,4,55.46,10/24/2017
7596,4,60.96,12/18/2017
7596,3,44.97,2/13/2018
7596,1,11.88,3/13/2018
7596,3,38.47,5/12/2018
7597,1,24.37,1/29/2017
7597,1,13.99,11/26/2017
7597,1,12.99,4/16/2018
7598,1,12.49,1/29/2017
7599,4,57.51,1/29/2017
7600,1,14.96,1/29/2017
7600,1,20.78,3/9/2017
7600,3,59.03,9/7/2017
7600,5,57.45,9/13/2017
7600,1,12.49,1/23/2018
7600,2,25.98,2/21/2018
7600,2,27.37,2/27/2018
7600,2,33.8,3/8/2018
7601,1,15.36,1/29/2017
7602,1,14.96,1/29/2017
7602,1,11.77,3/31/2017
7603,1,11.77,1/31/2017
7603,1,11.49,10/5/2017
7603,2,29.98,11/6/2017
7603,1,43.99,1/1/2018
7603,2,40.48,3/20/2018
7604,3,35.72,2/24/2017
7604,4,54.65,3/10/2017
7604,4,58.26,5/23/2017
7605,3,41.9,2/1/2017
7606,3,50.94,2/19/2017
7607,4,36.84,1/29/2017
7608,1,16.99,1/29/2017
7609,3,50.36,1/29/2017
7610,1,23.97,1/29/2017
7611,2,23.54,1/29/2017
7612,1,20.3,1/29/2017
7612,1,19.97,2/20/2017
7613,2,23.54,1/29/2017
7613,1,10.77,2/1/2017
7613,5,68.47,2/6/2017
7613,1,13.97,4/3/2017
7613,2,20.54,4/6/2017
7613,4,47.27,4/17/2017
7613,1,11.88,3/20/2018
7613,4,51.46,6/3/2018
7614,1,15.9,1/29/2017
7615,5,41.52,2/10/2017
7615,2,24.14,6/20/2017
7615,3,33.33,8/10/2017
7615,5,53.45,9/25/2017
7615,2,30.48,10/16/2017
7615,3,31.97,2/5/2018
7615,3,32.97,3/5/2018
7616,1,14.99,1/29/2017
7617,1,15.36,1/29/2017
7617,2,30.72,3/14/2017
7617,1,13.97,6/29/2017
7618,1,6.79,1/29/2017
7619,4,56.28,3/21/2017
7620,1,9.98,1/29/2017
7620,1,14.96,3/19/2017
7620,1,10.77,7/31/2017
7621,1,9.97,1/29/2017
7621,2,29.92,3/13/2017
7621,2,24.48,1/14/2018
7621,3,35.25,4/18/2018
7622,5,70.95,1/29/2017
7623,4,52.27,1/29/2017
7623,1,15.96,2/8/2017
7623,3,45.68,5/10/2017
7624,1,11.77,1/29/2017
7625,2,31.92,1/29/2017
7626,1,12.97,1/29/2017
7627,3,45.91,1/29/2017
7627,2,25.74,2/12/2017
7627,3,41.9,2/24/2017
7627,6,72.63,4/20/2017
7628,1,15.76,1/29/2017
7628,2,27.94,7/30/2017
7628,1,21.99,10/3/2017
7629,1,11.77,1/29/2017
7630,1,11.77,1/29/2017
7631,7,242.77,2/22/2017
7631,8,213.39,3/17/2017
7631,3,109.97,4/26/2017
7631,1,29.99,5/19/2017
7631,5,124.95,5/20/2017
7631,16,269.84,7/16/2017
7631,4,93.2,9/2/2017
7632,1,25.99,1/29/2017
7633,1,14.37,1/29/2017
7634,3,42.31,1/29/2017
7634,3,41.1,4/6/2017
7635,1,11.77,1/29/2017
7636,4,57.09,1/29/2017
7637,2,22.96,1/29/2017
7638,1,25.77,1/29/2017
7639,1,14.96,1/29/2017
7640,2,31.07,1/29/2017
7641,1,12.49,1/29/2017
7642,3,40.1,1/29/2017
7643,6,70.62,1/29/2017
7644,1,9.97,1/29/2017
7644,4,45.68,4/8/2017
7644,3,38.36,6/30/2018
7645,1,11.77,1/31/2017
7645,1,10.49,4/26/2018
7645,1,10.49,5/7/2018
7646,4,24.36,1/29/2017
7646,3,39.97,12/7/2017
7647,2,26.14,1/29/2017
7648,3,42.44,1/29/2017
7649,4,90.72,1/29/2017
7649,5,70.93,2/15/2017
7649,5,58.57,3/16/2017
7649,4,63.11,7/28/2017
7649,4,53.88,8/3/2017
7649,4,54.66,8/26/2017
7649,5,69.95,9/17/2017
7649,5,72.45,11/4/2017
7650,1,43.99,1/29/2017
7651,1,12.99,2/3/2017
7652,5,67.45,1/31/2017
7653,1,65.97,1/29/2017
7653,2,26.46,2/3/2017
7654,2,26.74,1/29/2017
7655,3,45.09,1/29/2017
7656,1,9.98,1/29/2017
7656,2,21.75,1/31/2017
7656,2,27.94,3/8/2017
7656,1,9.99,5/16/2018
7657,1,11.77,1/29/2017
7658,1,3.99,1/29/2017
7658,1,15.96,2/18/2017
7658,1,12.58,2/26/2018
7658,3,36.75,6/1/2018
7658,2,24.07,6/28/2018
7659,1,14.37,1/29/2017
7659,1,12.99,12/7/2017
7660,1,12.97,1/29/2017
7661,2,27.13,1/29/2017
7662,2,24.98,1/29/2017
7663,2,56.69,1/29/2017
7664,4,105.67,1/29/2017
7665,1,6.79,1/29/2017
7666,1,14.96,1/29/2017
7666,1,15.96,6/17/2017
7666,4,49.96,10/20/2017
7667,5,69.03,1/29/2017
7668,2,18.78,1/29/2017
7669,1,12.77,1/29/2017
7670,1,9.99,1/29/2017
7670,1,3.99,2/25/2017
7670,2,29.33,3/23/2017
7670,1,19.99,4/27/2017
7670,2,30.33,8/30/2017
7670,1,12.99,10/1/2017
7670,1,13.99,3/8/2018
7671,2,32.72,1/29/2017
7672,2,27.94,1/29/2017
7672,2,30.73,2/8/2017
7672,1,25.78,3/8/2017
7672,2,39.95,4/17/2017
7672,1,14.96,4/27/2017
7672,2,24.56,7/26/2017
7672,1,14.79,9/4/2017
7672,1,14.49,10/20/2017
7672,2,28.48,10/20/2017
7672,1,14.99,6/4/2018
7673,1,14.37,1/29/2017
7673,1,12.49,11/9/2017
7673,1,11.49,5/19/2018
7674,2,30.15,1/29/2017
7674,6,79.01,5/8/2017
7674,2,51.53,6/6/2017
7674,1,13.97,6/20/2017
7675,2,30.13,1/29/2017
7676,1,13.97,1/29/2017
7676,1,13.77,3/8/2017
7677,2,25.14,1/29/2017
7677,3,38.91,2/12/2017
7677,2,27.13,4/20/2017
7677,2,25.33,7/2/2017
7677,1,14.42,4/12/2018
7677,2,37.5,6/14/2018
7678,1,18.99,1/29/2017
7679,1,14.99,1/29/2017
7679,1,19.49,9/15/2017
7680,2,24.74,1/29/2017
7681,3,37.91,1/30/2017
7681,3,39.11,2/19/2017
7681,3,37.1,6/15/2017
7681,3,41.1,7/9/2017
7681,3,41.97,12/1/2017
7681,3,35.97,12/16/2017
7682,1,14.96,1/29/2017
7682,2,16.98,11/20/2017
7682,1,13.99,12/30/2017
7682,1,12.58,1/24/2018
7682,1,12.58,5/7/2018
7683,4,57.27,2/4/2017
7683,1,12.99,10/1/2017
7684,18,337.16,2/9/2017
7684,19,293.87,4/19/2017
7684,6,93.85,5/30/2017
7684,8,139.77,6/15/2017
7684,5,59.6,7/21/2017
7684,4,50.85,5/12/2018
7685,4,46.68,1/29/2017
7686,5,69.04,1/29/2017
